"Identyfikator Produktu (ID)";"Nazwa produktu";"Kod produktu";"Kod kreskowy EAN-13 lub JAN";"Ilość";"Attribute KOLOR";"Attribute ROZMIAR";"Kod referencyjny kombinacji";"Kod kreskowy EAN-13 lub JAN kombinacji"
"5317";"Czaprak Eskadron NG Big Square darkbasalt, czarny 2015";"206824178 DL 2015";"4055377274895";"1";"darkbasalt";"DL";"206824178 DL 2015";"4055377274895"
"5319";"Czaprak Eskadron NG Big Square Stripe caviar, czarny SS2015";"206804179 VS 2015";"4055377194339";"1";"caviar";"DL";"206804179 DL 2015";"4055377194308"
"5319";"Czaprak Eskadron NG Big Square Stripe caviar, czarny SS2015";"206804179 VS 2015";"4055377194339";"0";"caviar";"VS";"206804179 VS 2015";"4055377194339"
"5320";"Czaprak Eskadron NG Big Square berry, fuksja AW2015";"206824116 DL 2015";"4055377274819";"1";"berry";"VS";"206824116 VS 2015";"4055377274840"
"5320";"Czaprak Eskadron NG Big Square berry, fuksja AW2015";"206824116 DL 2015";"4055377274819";"1";"berry";"DL";"206824116 DL 2015";"4055377274819"
"5321";"Czaprak Eskadron NG Big Square cloudgrey, j.szary AW2015";"206824111 VS 2015";"4055377274802";"2";"cloudgrey";"VS";"206824111 VS 2015";"4055377274802"
"5324";"Czaprak Eskadron NG Big Star anthra-melange, antracytowy SS2016";"211844177 DL 2016";"4055377333875";"2";"anthra-melange";"VS";"211844177 VS 2016";"4055377333905"
"5324";"Czaprak Eskadron NG Big Star anthra-melange, antracytowy SS2016";"211844177 DL 2016";"4055377333875";"1";"anthra-melange";"DL";"211844177 DL 2016";"4055377333875"
"5329";"Czaprak Eskadron NG Cotton white, biały AW2015";"204824103 SR 2015";"4055377265008";"1";"white";"VS";"204824103 VS 2015";"4055377264995"
"5329";"Czaprak Eskadron NG Cotton white, biały AW2015";"204824103 SR 2015";"4055377265008";"0";"white";"SR";"204824103 SR 2015";"4055377265008"
"5339";"Czaprak Eskadron NG Denim navy, granatowy SS2016";"215843904 DL 2016";"4055377334186";"1";"navy";"DL";"215843904 DL 2016";"4055377334186"
"5339";"Czaprak Eskadron NG Denim navy, granatowy SS2016";"215843904 DL 2016";"4055377334186";"2";"navy";"VS";"215843904 VS 2016";"4055377334209"
"5340";"Czaprak Eskadron NG Denim ice, miętowy SS2016";"215843911 DL 2016";"4055377334216";"3";"ice";"VS";"215843911 VS 2016";"4055377334230"
"5340";"Czaprak Eskadron NG Denim ice, miętowy SS2016";"215843911 DL 2016";"4055377334216";"1";"ice";"DL";"215843911 DL 2016";"4055377334216"
"5341";"Czaprak Eskadron NG Polopad Stars anthra-white stars, antracytowy-gwiazdy SS2014";"219764177 DL 2014";"4047182890636";"1";"anthra-white stars";"DL";"219764177 DL 2014";"4047182890636"
"5343";"Czaprak Eskadron NG Heart Quiltede berry, fuksja AW2015";"211824616 DL 2015";"4055377274949";"1";"berry";"DL";"211824616 DL 2015";"4055377274949"
"5343";"Czaprak Eskadron NG Heart Quiltede berry, fuksja AW2015";"211824616 DL 2015";"4055377274949";"0";"berry";"VS";"211824616 VS 2015";"4055377274970"
"5347";"Czaprak Eskadron NG New Wave white, biały SS2013";"211944103 DL 2013";"4047182738778";"1";"white";"DL";"211944103 DL 2013";"4047182738778"
"5348";"Czaprak Eskadron NG Cotton Paillette caviar, czarny SS2015";"215804179 VS 2015";"4055377207176";"3";"caviar";"VS";"215804179 VS 2015";"4055377207176"
"5350";"Czaprak Eskadron NG Patch-Me darkbasalt, czarny AW2015";"217824178 DL 2015";"4055377275304";"1";"darkbasalt";"DL";"217824178 DL 2015";"4055377275304"
"5350";"Czaprak Eskadron NG Patch-Me darkbasalt, czarny AW2015";"217824178 DL 2015";"4055377275304";"4";"darkbasalt";"VS";"217824178 VS 2015";"4055377275311"
"5351";"Czaprak Eskadron NG Peace Allover ice-anthra, miętowy SS2016";"212843611 DL 2016";"4055377333981";"1";"ice-anthra";"DL";"212843611 DL 2016";"4055377333981"
"5354";"Czaprak Eskadron NG Quad darkbasalt, czarny AW2015";"214824178 DL 2015";"4055377274444";"5";"darkbasalt";"DL";"214824178 DL 2015";"4055377274444"
"5354";"Czaprak Eskadron NG Quad darkbasalt, czarny AW2015";"214824178 DL 2015";"4055377274444";"3";"darkbasalt";"VS";"214824178 VS 2015";"4055377274468"
"5355";"Czaprak Eskadron NG Quad berry, fuksja AW2015";"214824116 DL 2015";"4055377274352";"3";"berry";"DL";"214824116 DL 2015";"4055377274352"
"5355";"Czaprak Eskadron NG Quad berry, fuksja AW2015";"214824116 DL 2015";"4055377274352";"1";"berry";"VS";"214824116 VS 2015";"4055377274376"
"5356";"Czaprak Eskadron NG Quad royalblue, niebieski AW2015";"214824153 DL 2015";"4055377274383";"2";"royalblue";"DL";"214824153 DL 2015";"4055377274383"
"5356";"Czaprak Eskadron NG Quad royalblue, niebieski AW2015";"214824153 DL 2015";"4055377274383";"0";"royalblue";"VS";"214824153 VS 2015";"4055377274406"
"5357";"Czaprak Eskadron NG Quad cloudgrey, szary AW2015";"214824111 DL 2015";"4055377274321";"3";"cloudgrey";"DL";"214824111 DL 2015";"4055377274321"
"5358";"Czaprak Eskadron  NG Repellent darkbasalt, czarny AW2015";"215824078 DL 2015";"4055377296545";"1";"darkbasalt";"DL";"215824078 DL 2015";"4055377296545"
"5358";"Czaprak Eskadron  NG Repellent darkbasalt, czarny AW2015";"215824078 DL 2015";"4055377296545";"3";"darkbasalt";"VS";"215824078 VS 2015";"4055377296552"
"5359";"Czaprak Eskadron NG Repellent berry, fuksja AW2015";"215824016 DL 2015";"4055377274475";"0";"repellent berry";"VS";"215824016 VS 2015";"4055377274482"
"5359";"Czaprak Eskadron NG Repellent berry, fuksja AW2015";"215824016 DL 2015";"4055377274475";"1";"repellent berry";"DL";"215824016 DL 2015";"4055377274475"
"5361";"Czaprak Eskadron NG Star Button navy, granatowy SS2016";"213844104 DL 2016";"4055377334063";"1";"navy";"DL";"213844104 DL 2016";"4055377334063"
"5363";"Czaprak Eskadron antracytowy w gwiazdki 2016";"214843677 DL 2016";"4055377334322";"3";"anthra-white";"DL";"214843677 DL 2016";"4055377334322"
"5367";"Czaprak Eskadron NG UK-Style dark lime-navy, granat-oliwka AW2014";"216783609 VS 2014";"4055377079704";"2";"dark lime-navy";"VS";"216783609 VS 2014";"4055377079704"
"5368";"Czaprak Eskadron NG Vintage darkbasalt, czarny-fuksja AW2015";"213823578 VS 2015";"4055377274765";"2";"darkbasalt";"VS";"213823578 VS 2015";"4055377274765"
"5369";"Czaprak Eskadron NG Vintage navy melange, granatowy melanż AW2014";"213783614 VS 2014";"4055377079872";"1";"navy melange";"VS";"213783614 VS 2014";"4055377079872"
"5370";"Czaprak HKM ""łezka"" biały";"72011271.ST";"4000315720118";"3";"biały";"SR";"72011271.ST";"4000315720118"
"5389";"Czaprak -Vario- z neoprenem biały";"11534-VS";"5901646940406";"1";"biały";"VS";"11534-VS";"5901646940406"
"5389";"Czaprak -Vario- z neoprenem biały";"11534-VS";"5901646940406";"1";"biały";"DL";"11534-DL";"5901646940413"
"5391";"Czaprak Eskadron CS Stars & Stripes toffee-white, beżowy-biały SS2014";"216753629 DL 2014";"4047182890353";"1";"toffee-white";"DL";"216753629 DL 2014";"4047182890353"
"5392";"Czaprak Eskadron Polopad Taupe-Walnut-Winterred Bocolor taupe-sahara, beż-c.beż 2012";"210914171 VSS 2012";"4047182678500";"1";"taupe-sahara";"VSS";"210914171 VSS 2012";"4047182678500"
"5393";"Czaprak Eskadron Polopad navy-burgungy-bronze, white-biały AW2011";"209864303 VSS 2011";"4047182585976";"2";"white";"VSS";"209864303 VSS 2011";"4047182585976"
"5396";"Czaprak Eskadron Polopad taupe-walnut-winterred bicolor winterred-taupe, bordo-c.beż 2012";"210914155 DL 2012";"4047182678487";"0";"winterred-taupe";"DL";"210914155 DL 2012";"4047182678487"
"5396";"Czaprak Eskadron Polopad taupe-walnut-winterred bicolor winterred-taupe, bordo-c.beż 2012";"210914155 DL 2012";"4047182678487";"1";"winterred-taupe";"VSS";"210914155 VSS 2012";"4047182678470"
"5397";"Czaprak Eskadron Polopad vanilla-coffee, j.beż AW2011";"210874122 DL 2011";"4047182581077";"1";"vanilla-coffee";"DL";"210874122 DL 2011";"4047182581077"
"5397";"Czaprak Eskadron Polopad vanilla-coffee, j.beż AW2011";"210874122 DL 2011";"4047182581077";"2";"vanilla-coffee";"VSS";"210874122 VSS 2011";"4047182581060"
"5400";"Czaprak Eskadron Polopad Choco-Petrol, Bicolor choco-marone, brązowy 2010";"210824165 VSS 2010";"4047182484941";"3";"choco-marone";"VSS";"210824165 VSS 2010";"4047182484941"
"5402";"Czaprak Eskadron Polopad choco-petrol, merone-brązowy 2010";"209824305 VSS 2010";"4047182499266";"1";"choco-petrol";"VSS";"209824305 VSS 2010";"4047182499266"
"5403";"Czaprak Eskadron Polopad sand-aubergine, piaskowy-fioletowy 2011";"210834162 DL 2011";"4047182538576";"1";"aubergine-violet";"VSS";"210834162 VSS 2011";"4047182538569"
"5403";"Czaprak Eskadron Polopad sand-aubergine, piaskowy-fioletowy 2011";"210834162 DL 2011";"4047182538576";"0";"sand-aubergine";"DL";"210834162 DL 2011";"4047182538576"
"5404";"Czaprak Eskadron CS Polopad smaragdgreen-navy, c.granatowy-zielony SS2015";"212794109 VS 2015";"4055377194759";"2";"smragdgreen-navy";"VS";"212794109 VS 2015";"4055377194759"
"5405";"Czaprak Eskadron Polopad Aubergine-Violet Bicolor anthra-violet, antracytowy-fioletowy 2011";"210834176 VSS 2011";"4047182538590";"1";"anthra-violet";"VSS";"210834176 VSS 2011";"4047182538590"
"5406";"Czaprak Eskadron Polopad Navy-Green, Bicolor grey-navy, granat-popiel 2010";"210814110 VSS 2010";"4047182484835";"2";"grey-navy";"VSS";"210814110 VSS 2010";"4047182484835"
"5410";"Czaprak Eskadron Polopad Nici mid blue-pistacio, limonka-niebieski 2016";"212084144 VS 2016";"4055377702107";"1";"mid blue-pistacio";"VS";"212084144 VS 2016";"4055377702107"
"5412";"Czaprak Eskadron Nici Fauxfur Shamrock koala-grey, szary-koniczynki 2016";"215083676 VS 2016";"4055377702176";"1";"koala-grey";"VS";"215083676 VS 2016";"4055377702176"
"5413";"Czaprak Eskadron CS Twopart darknougat-capri, brązowy-turkusowy AW2014";"212774160 VSS 2014";"4055377073443";"1";"darknougat-capri";"VSS";"212774160 VSS 2014";"4055377073443"
"5414";"Czaprak Eskadron CS Twopart navy-darknougat, granat-brąz AW2014";"212774114 VSS 2014";"4055377073405";"1";"navy-draknugat";"VSS";"212774114 VSS 2014";"4055377073405"
"5415";"Czaprak Eskadron NG Polopad Bicolor white-graphit, biały-grafitowy SS2013";"210944203 VSS 2013";"4047182721664";"1";"white-graphit";"VSS";"210944203 VSS 2013";"4047182721664"
"5417";"Czaprak Eskadron NG Polopad Big Star, oliwkowy SS2015";"212803521 VS 2015";"4055377207022";"1";"olive";"VS";"212803521 VS 2015";"4055377207022"
"5425";"Czaprak Eskadron CS midgreen, zielony SS2017";"215874009 VS 2017";"4055377745036";"1";"midgreen";"VS";"215874009 VS 2017";"4055377745036"
"5427";"Czaprak Eskadron NG Bicross negro-orange, czarny-pomarańczowy 2012";"210894178 DL 2012";"4047182634629";"1";"negro-orange";"DL";"210894178 DL 2012";"4047182634629"
"5427";"Czaprak Eskadron NG Bicross negro-orange, czarny-pomarańczowy 2012";"210894178 DL 2012";"4047182634629";"0";"negro-orange";"VS";"210894178 VS";"4047182634612"
"5429";"Czaprak Eskadron NG Polopad Star Print lightgrey, szary SS2015";"213803611 VS 2015";"4055377202584";"1";"lightgrey";"VS";"213803611 VS 2015";"4055377202584"
"5431";"Czaprak Eskadron NG Vintage Diagonal olive, oliwkowy SS2015";"214803521 VS 2015";"4055377205714";"1";"olive";"VS";"214803521 VS 2015";"4055377205714"
"5432";"Czaprak Eskadron Polopad Navy-Green, Bicolor green-navy, zieleń-granat 2010";"210814109 VSS 2010";"4047182484811";"2";"green-navy";"VSS";"210814109 VSS 2010";"4047182484811"
"5435";"Czaprak Eskadron CS pepperred, czerwony SS2017";"215874054 VS 2017";"4055377745128";"1";"pepperred";"VS";"215874054 VS 2017";"4055377745128"
"5439";"Czaprak Eskadron NG Cotton anthracite, antracytowy SS2017";"204884177 DL 2017";"4055377761951";"1";"anthracite";"DL";"204884177 DL 2017";"4055377761951"
"5443";"Czaprak Eskadron NG Big Square white ethno, biały SS2017";"213884103 VS 2017";"4055377762484";"1";"white";"VS";"213884103 VS 2017";"4055377762484"
"5444";"Czaprak Eskadron NG Big Square lightgrey feahter, j.szary SS2017";"213884124 VS 2017";"4055377762569";"1";"lightgrey";"VS";"213884124 VS 2017";"4055377762569"
"5446";"Czaprak Eskadron NG Big Square anthracite feather, antracytowy SS2017";"213884177 VS 2017";"4055377762606";"3";"anthracite";"VS";"213884177 VS 2017";"4055377762606"
"5447";"Czaprak Eskadron NG Bicross smokedblue feather, szary w piórka SS2017";"212884144 VS 2017";"4055377762361";"2";"smokedblue";"VS";"212884144 VS 2017";"4055377762361"
"5449";"Czaprak Eskadron NG Bicross grenadine ethno, pomarańczowy-zygzaki SS2017";"212760 457 930 / VS";"4055377762446";"2";"grenadine ethno";"VS";"212760 457 930 / VS";"4055377762446"
"5450";"Czaprak Eskadron NG Big Square anthracite aloha, antracytowy-kwiaty SS2017";"206884177 VS 2017";"4055377762033";"2";"anthracite";"VS";"206884177 VS 2017";"4055377762033"
"5451";"Czaprak Eskadron NG Big Square smokedblue aloha, szary-kwiaty SS2017";"206884144 VS 2017";"4055377762118";"3";"smokedblue";"VS";"206884144 VS 2017";"4055377762118"
"5452";"Czaprak Eskadron NG Big Square grenadine aloha, pomarańczowy-kwiaty SS2017";"206884157 VS 2017";"4055377762071";"3";"grenadine";"VS";"206884157 VS 2017";"4055377762071"
"5453";"Czaprak Eskadron NG Polopad ethno smokedblue, szary-zygzaki SS2017";"210884244 VS 2017";"4055377762163";"1";"smokedblue";"VS";"210884244 VS 2017";"4055377762163"
"5455";"Czaprak Eskadron NG Polopad feather anthratice, antracyt piórka SS2017";"210884277 VS 2017";"4055377762262";"1";"anthratice";"VS";"210884277 VS 2017";"4055377762262"
"5456";"Czaprak Eskadron NG Polopad aloha, kwiaty SS2017";"210884283 VS 2017";"4055377762316";"1";"aloha";"VS";"210884283 VS 2017";"4055377762316"
"5460";"Czaprak Eskadron Platinum Cotton Performance violetgrey, szary 2017";"205904175 DL 2017";"4055377840120";"1";"violetgrey";"DL";"205904175 DL 2017";"4055377840120"
"5460";"Czaprak Eskadron Platinum Cotton Performance violetgrey, szary 2017";"205904175 DL 2017";"4055377840120";"1";"violetgrey";"VS";"205904175 VS 2017";"4055377840144"
"5461";"Czaprak Eskadron Platinum Big Square champagne, ecru 2017";"206904102 VS 2017";"4055377838196";"1";"ecru";"VS";"206904102 VS 2017";"4055377838196"
"5468";"Czaprak Eskadron Platinum Big Square Glossy champagne, ecru 2017";"217904002 VS 2017";"4055377838332";"1";"ecru";"VS";"217904002 VS 2017";"4055377838332"
"5486";"Czaprak Eskadron CS Bicolor anthra melange-navy, melanż antracytowy-granat AW2017";"211914177 DL 2017";"4055377864522";"1";"anthra melange-navy";"DL";"211914177 DL 2017";"4055377864522"
"5486";"Czaprak Eskadron CS Bicolor anthra melange-navy, melanż antracytowy-granat AW2017";"211914177 DL 2017";"4055377864522";"3";"anthra melange-navy";"VS";"211914177 VS 2017";"4055377864553"
"5492";"Czaprak HKM Princess różowy";"82643900.01549999";"4057052102233";"1";"różowy";"Pony";"82643900.01549999";"4057052102233"
"5492";"Czaprak HKM Princess różowy";"82643900.01549999";"4057052102233";"1";"różowy";"Shetty";"82643900.0872";"4057052102226"
"5493";"Czaprak Eskadron CS Performance anthra melange, antracytowy melanż AW2017";"213061 416 250 / VS";"4055377864270";"1";"anthra melange";"VS";"213061 416 250 / VS";"4055377864270"
"5496";"Czaprak Eskadron CS Cotton Emblem navy, granatowy SS2017";"219914114 VS 2017";"4055377865024";"1";"navy";"VS";"219914114 VS 2017";"4055377865024"
"5496";"Czaprak Eskadron CS Cotton Emblem navy, granatowy SS2017";"219914114 VS 2017";"4055377865024";"1";"navy";"DL";"219914114 DL 2017";"4055377865017"
"5497";"Czaprak Eskadron CS Cotton Emblem anthra melange, antracytowy melanż SS2017";"219914177 DL 2017";"4055377865031";"1";"anthra melange";"DL";"219914177 DL 2017";"4055377865031"
"5498";"Czaprak HKM Borkum grafitowy";"101186930.0155";"4057052229312";"0";"granatowy-czerwony";"Pony";"101186930.0155";"4057052229312"
"5498";"Czaprak HKM Borkum grafitowy";"101186930.0155";"4057052229312";"0";"granatowy-czerwony";"VS";"101186930.0144";"4057052257568"
"5498";"Czaprak HKM Borkum grafitowy";"101186930.0155";"4057052229312";"0";"granatowy-czerwony";"Shetty";"101186930.0872";"4057052229305"
"5498";"Czaprak HKM Borkum grafitowy";"101186930.0155";"4057052229312";"1";"grafitowy";"VS";"112809969.0144";"4057052398605"
"5498";"Czaprak HKM Borkum grafitowy";"101186930.0155";"4057052229312";"1";"grafitowy";"DL";"112809969.0145";"4057052398612"
"5507";"Czaprak Eskadron Heritage Performance military, khaki 2017";"211924121 DL 2017";"4055377876617";"1";"military";"DL";"211924121 DL 2017";"4055377876617"
"5507";"Czaprak Eskadron Heritage Performance military, khaki 2017";"211924121 DL 2017";"4055377876617";"1";"military";"VS";"211924121 VS 2017";"4055377876648"
"5509";"Czaprak Eskadron Heritage Performance basaltgrey, ciemny szary 2017";"211924177 DL 2017";"4055377876716";"0";"basaltgrey";"DL";"211924177 DL 2017";"4055377876716"
"5509";"Czaprak Eskadron Heritage Performance basaltgrey, ciemny szary 2017";"211924177 DL 2017";"4055377876716";"2";"basaltgrey";"VS";"211924177 VS 2017";"4055377876747"
"5510";"Czaprak Eskadron Heritage Big Square creme, kremowy 2017";"212051 415 020 / DL";"4055377876259";"1";"creme";"DL";"212051 415 020 / DL";"4055377876259"
"5510";"Czaprak Eskadron Heritage Big Square creme, kremowy 2017";"212051 415 020 / DL";"4055377876259";"1";"creme";"VS";"212051 415 020 / VS";"4055377876280"
"5518";"Czaprak Eskadron Heritage Brand military, khaki 2017";"210924121 DL 2017";"4055377876471";"1";"military";"DL";"210924121 DL 2017";"4055377876471"
"5518";"Czaprak Eskadron Heritage Brand military, khaki 2017";"210924121 DL 2017";"4055377876471";"3";"military";"VS";"210924121 VS 2017";"4055377876501"
"5525";"Czaprak Eskadron Heritage Glossy Wave basaltgrey, c.szary 2017";"215924077 VS 2017";"4055377877058";"1";"basaltgrey";"VS";"215924077 VS 2017";"4055377877058"
"5528";"Czaprak Eskadron Heritage Bicross creme-basaltgrey, ecru-antracyt 2017";"212924102 VS 2017";"4055377876808";"1";"creme-basaltgrey";"VS";"212924102 VS 2017";"4055377876808"
"5532";"Czaprak Eskadron NG Polopad Bicolor magenta-white,fuksja-biel SS2013";"210944248 VSS 2013";"4047182721695";"1";"magenta-white";"VSS";"210944248 VSS 2013";"4047182721695"
"5540";"Czaprak HKM drobnopikowany granatowy";"75916500.06460001";"4000315759019";"1";"granatowy";"VS";"75916500.06460001";"4000315759019"
"5541";"Czaprak HKM Love Minnie antracytowy";"107059500.0144";"4057052299834";"4";"antracytowy";"VS";"107059500.0144";"4057052299834"
"5541";"Czaprak HKM Love Minnie antracytowy";"107059500.0144";"4057052299834";"1";"antracytowy";"Pony";"107059500.0155";"4057052299810"
"5541";"Czaprak HKM Love Minnie antracytowy";"107059500.0144";"4057052299834";"0";"antracytowy";"Shetty";"107059500.0872";"4057052299803"
"5559";"Czaprak Eskadron CS Diagonal Crystal deepblue, granatowy SS2018";"205934114 DL 2018";"4060795062467";"1";"deepblue";"DL";"205934114 DL 2018";"4060795062467"
"5559";"Czaprak Eskadron CS Diagonal Crystal deepblue, granatowy SS2018";"205934114 DL 2018";"4060795062467";"0";"deepblue";"VS";"205934114 VS 2018";"4060795062481"
"5561";"Czaprak Eskadron CS Diagonal Crystal steelgrey, ciemnoszary SS2018";"205934176 DL 2018";"4060795062528";"0";"steelgrey";"VS";"205934176 VS 2018";"4060795062542"
"5561";"Czaprak Eskadron CS Diagonal Crystal steelgrey, ciemnoszary SS2018";"205934176 DL 2018";"4060795062528";"1";"steelgrey";"DL";"205934176 DL 2018";"4060795062528"
"5562";"Pad QHP z sakwami czarny";"3060 ZW 5";"8718369029915";"3";"czarny";"Full";"3060 ZW 5";"8718369029915"
"5562";"Pad QHP z sakwami czarny";"3060 ZW 5";"8718369029915";"3";"czarny";"Full";"3060 ZW 5";"8718369029915"
"5566";"Czaprak Eskadron Platinum Pure Big Square white, biały SS2018";"212032 415 010 / DL";"4060795152809";"0";"white";"DL";"212032 415 010 / DL";"4060795152809"
"5566";"Czaprak Eskadron Platinum Pure Big Square white, biały SS2018";"212032 415 010 / DL";"4060795152809";"1";"white";"VS";"212032 415 010 / VS";"4060795152830"
"5567";"Czaprak Eskadron Platinum Pure Glossy Big Square white, biały SS2018";"212232 445 010 / VS";"4060795152991";"1";"white";"VS";"212232 445 010 / VS";"4060795152991"
"5567";"Czaprak Eskadron Platinum Pure Glossy Big Square white, biały SS2018";"212232 445 010 / VS";"4060795152991";"0";"white";"DL";"217034003 DL 2018";"4060795152977"
"5569";"Czaprak HKM Olaf's Frozen Adventure granatowy";"106846900.0872";"4057052283116";"0";"granatowy";"Shetty";"106846900.0872";"4057052283116"
"5569";"Czaprak HKM Olaf's Frozen Adventure granatowy";"106846900.0872";"4057052283116";"3";"granatowy";"Pony";"106846900.0155";"4057052283123"
"5569";"Czaprak HKM Olaf's Frozen Adventure granatowy";"106846900.0872";"4057052283116";"2";"granatowy";"VS";"106846900.0144";"4057052300110"
"5570";"Czaprak York Luna Blue Danube ciemnobłękitny";"013204-DL";"5901157726285";"1";"ciemnobłękitny";"DL";"013204-DL";"5901157726285"
"5573";"Czaprak York Luna True Red czerwony";"013212-DL";"5901157737861";"1";"czerwony";"DL";"013212-DL";"5901157737861"
"5577";"Czaprak Waldhausen Felix granatowy";"1105605-PON";"4057962031944";"1";"granatowy";"Pony";"1105605-PON";"4057962031944"
"5577";"Czaprak Waldhausen Felix granatowy";"1105605-PON";"4057962031944";"2";"granatowy";"VS";"1105605-VSS";"4057962031920"
"5577";"Czaprak Waldhausen Felix granatowy";"1105605-PON";"4057962031944";"1";"granatowy";"DL";"1105605-DL";"4057962031913"
"5577";"Czaprak Waldhausen Felix granatowy";"1105605-PON";"4057962031944";"0";"granatowy";"Shetty";"1105605-SH";"4057962031968"
"5578";"Czaprak Waldhausen Felix czarny";"1105601-PON";"4043969397169";"4";"czarny";"Pony";"1105601-PON";"4043969397169"
"5578";"Czaprak Waldhausen Felix czarny";"1105601-PON";"4043969397169";"0";"czarny";"VS";"1105601-VSS";"4057962031876"
"5578";"Czaprak Waldhausen Felix czarny";"1105601-PON";"4043969397169";"0";"czarny";"DL";"1105601-DL";"4057962031869"
"5579";"Czaprak York Luna Black czarny";"013326-VS";"5902211405351";"3";"czarny";"VS";"013326-VS";"5902211405351"
"5579";"Czaprak York Luna Black czarny";"013326-VS";"5902211405351";"0";"czarny";"Pony";"013326-P";""
"5580";"Czaprak York Luna Navy granatowy";"013305-VS";"5901157737984";"0";"granatowy";"Pony";"013305-P";"5902211419198"
"5580";"Czaprak York Luna Navy granatowy";"013305-VS";"5901157737984";"1";"granatowy";"VS";"013305-VS";"5901157737984"
"5582";"Czaprak Waldhausen Felix biały";"1105602-PON";"4043969397183";"2";"biały";"Pony";"1105602-PON";"4043969397183"
"5582";"Czaprak Waldhausen Felix biały";"1105602-PON";"4043969397183";"0";"biały";"VS";"1105602-VSS";"4057962031890"
"5582";"Czaprak Waldhausen Felix biały";"1105602-PON";"4043969397183";"1";"biały";"Shetty";"1105602-SH";"4057962157354"
"5583";"Czaprak Kavalkade KavalFunction z wkładką z pamięcią kształtu antracytowy";"117320020400";"4055114034713";"0";"granatowy";"VS";"117320020400";"4055114034713"
"5583";"Czaprak Kavalkade KavalFunction z wkładką z pamięcią kształtu antracytowy";"117320020400";"4055114034713";"0";"czarny";"VS";"117320020200";"4055114034706"
"5583";"Czaprak Kavalkade KavalFunction z wkładką z pamięcią kształtu antracytowy";"117320020400";"4055114034713";"1";"antracytowy";"VS";"117320021900";"4055114034676"
"5591";"Czaprak Eskadron NG Big Square spearmint, bladomiętowy SS2018";"212063 415 510 / VS";"4060795064928";"0";"spearmint";"VS";"212063 415 510 / VS";"4060795064928"
"5591";"Czaprak Eskadron NG Big Square spearmint, bladomiętowy SS2018";"212063 415 510 / VS";"4060795064928";"1";"spearmint";"DL";"212063 415 510 / DL";"4060795064898"
"5598";"Czaprak HKM biały-srebrny";"73911271.0619";"4000315008186";"0";"biały-srebrny";"Pony";"73911271.0619";"4000315008186"
"5598";"Czaprak HKM biały-srebrny";"73911271.0619";"4000315008186";"1";"biały-srebrny";"VS";"73911271.06460001";"4000315739035"
"5599";"Czaprak York Luna Black czarny";"013226-DL";"5902211405344";"3";"czarny";"DL";"013226-DL";"5902211405344"
"5607";"Czaprak HKM czerwony-biały";"73913012.06460001";"4000315078226";"0";"czerwony-biały";"VS";"73913012.06460001";"4000315078226"
"5607";"Czaprak HKM czerwony-biały";"73913012.06460001";"4000315078226";"1";"czerwony-biały";"Pony";"73913012.0619";"4000315078219"
"5609";"Czaprak HKM czarny-srebrny";"73819171.06460001";"4000315738021";"1";"czarny-srebrny";"DL";"73819171.06460001";"4000315738021"
"5614";"Czaprak HKM Siena szaro-malinowy";"95879504.01440001";"4057052177262";"0";"szary-malinowy";"VS";"95879504.01440001";"4057052177262"
"5614";"Czaprak HKM Siena szaro-malinowy";"95879504.01440001";"4057052177262";"1";"szary-malinowy";"P";"95879504.01549999";"4057052177248"
"5616";"Czaprak HKM Salerno biały";"97371200.01440001";"4057052188916";"1";"biały";"VS";"97371200.01440001";"4057052188916"
"5616";"Czaprak HKM Salerno biały";"97371200.01440001";"4057052188916";"0";"biały";"P";"97371200.01549999";"4057052188893"
"5616";"Czaprak HKM Salerno biały";"97371200.01440001";"4057052188916";"1";"biały";"DL";"97371200.01450001";"4057052188923"
"5618";"Czaprak HKM Salerno granatowy";"97376900.01440001";"4057052189074";"0";"granatowy";"VS";"97376900.01440001";"4057052189074"
"5618";"Czaprak HKM Salerno granatowy";"97376900.01440001";"4057052189074";"0";"granatowy";"P";"97376900.01549999";"4057052189050"
"5618";"Czaprak HKM Salerno granatowy";"97376900.01440001";"4057052189074";"1";"granatowy";"DL";"97376900.01450001";"4057052189081"
"5618";"Czaprak HKM Salerno granatowy";"97376900.01440001";"4057052189074";"0";"koralowy/granatowy";"P";"97844265.01549999";"4057052195075"
"5622";"Czaprak HKM Bari szaro-malinowy";"95889504.01440001";"4057052177668";"0";"szary-malinowy";"VS";"95889504.01440001";"4057052177668"
"5622";"Czaprak HKM Bari szaro-malinowy";"95889504.01440001";"4057052177668";"1";"szary-malinowy";"P";"95889504.01549999";"4057052177644"
"5627";"Czaprak HKM niebiesko-złoty";"73816572.06460001";"4000315738007";"1";"niebieski-złoty";"DL";"73816572.06460001";"4000315738007"
"5633";"Czaprak Eskadron Platinum Cotton Emblem black, czarny 2018";"218033 413 290 / VS";"4060795736948";"1";"black";"VS";"218033 413 290 / VS";"4060795736948"
"5633";"Czaprak Eskadron Platinum Cotton Emblem black, czarny 2018";"218033 413 290 / VS";"4060795736948";"0";"black";"DL";"218033 413 290 / DL";"4060795736917"
"5634";"Czaprak Eskadron Platinum Cotton Emblem silkgrey, jasny szary 2018";"218033 413 210 / DL";"4060795736955";"1";"silkgrey";"DL";"218033 413 210 / DL";"4060795736955"
